Cust_ID,Location_Type,Investment_risk_tol,Avg_mon_expense,Investment_needs,BAnking_Needs,Pref_channel,Lifestyle,Net_Worth,Persona,Biz_Type,Biz_Size,Biz_Age,Turnover,Credit_Score
9651,Tier 3 city,Low,28808.875,Tax savings,Home Loans,Mobile Banking,Frugal,192876015,Self-Employed Professionals,Telecommunications,16.0,12.0,61310857.0,687
9652,Hill station,Medium,51417.1508333333,Short-term gains,Personal Loans,ATM,Semi-Luxury,271990216,High Net Worth Individuals (HNIs),Non-Profit,22.0,3.0,175112845.0,801
9653,Suburban,Medium,117715.835,Long-term growth,Fixed Deposits,Phone Banking,Frugal,389721970,Rural Customers,Fashion,12.0,20.0,141799328.0,889
9654,Tier 1 city,Medium,293970.72,Stable returns,Home Loans,Internet Banking,Semi-Luxury,475515272,Self-Employed Professionals,,20.0,25.0,188517882.0,552
9655,Metro,Medium,5941.395,Stable returns,Current Account,Relationship Manager,Middle-class,81345543,Students,Agriculture,,,,374
9656,Tier 3 city,Medium,72441.395,Capital preservation,Savings Account,Mobile Banking,Luxury,295267915,Small Business Owners,Automotive,5.0,19.0,128754448.0,851
9657,Metro,Low,298252.0,Retirement planning,Education Loans,Relationship Manager,Frugal,360118860,Salaried Employees,Retail,,,,494
9658,Tier 2 city,High,2970.29666666667,Long-term growth,Home Loans,Internet Banking,Middle-class,219149711,Self-Employed Professionals,Consulting,17.0,24.0,18227870.0,676
9659,Tier 2 city,High,164338.16,Long-term growth,Credit Card,ATM,Middle-class,159278478,Self-Employed Professionals,Agriculture,15.0,11.0,146798613.0,365
9660,Urban,High,27987.8625,Wealth accumulation,Credit Card,ATM,Luxury,354407020,Self-Employed Professionals,,21.0,17.0,164468554.0,563
9661,Tier 2 city,Low,56326.4566666667,Long-term growth,Car Loans,ATM,Middle-class,276681969,Housewives,Other,,,,360
9662,Semi-urban,High,21139.3508333333,Retirement planning,Credit Card,Phone Banking,Budget,316739089,Students,,,,,668
9663,Tier 3 city,High,34301.84,Capital preservation,Home Loans,ATM,Minimalist,415142702,Salaried Employees,Energy,,,,643
9664,Tier 3 city,Low,72130.7533333333,Wealth accumulation,Insurance,Branch,Luxury,289921255,Self-Employed Professionals,Non-Profit,1.0,16.0,22956499.0,333
9665,Rural,Medium,94533.9666666667,Stable returns,Current Account,Phone Banking,Luxury,138854126,Self-Employed Professionals,,1.0,11.0,93456544.0,826
9666,Tier 3 city,Low,22498.1558333333,Stable returns,Insurance,Phone Banking,Luxury,436900561,Small Business Owners,Automotive,17.0,23.0,21221370.0,526
9667,Tier 2 city,High,198432.541666667,Stable returns,Current Account,Branch,Budget,140767733,Small Business Owners,Finance,1.0,7.0,816800.0,456
9668,Tier 3 city,Low,113446.955,Stable returns,Savings Account,Relationship Manager,Luxury,210638107,Young Professionals,Telecommunications,,,,712
9669,Hill station,Medium,163408.5325,Long-term growth,Car Loans,Mobile Banking,Budget,99570826,Students,Non-Profit,,,,498
9670,Semi-urban,High,89016.415,Tax savings,Personal Loans,Mobile Banking,Luxury,372618263,Students,Other,,,,326
9671,Rural,Low,161103.435,Long-term growth,Fixed Deposits,Relationship Manager,Middle-class,78197863,High Net Worth Individuals (HNIs),Telecommunications,23.0,8.0,172418219.0,576
9672,Coastal,Low,71246.0891666667,Stable returns,Savings Account,Branch,Semi-Luxury,336203629,Housewives,Retail,,,,468
9673,Tier 3 city,Low,62063.31,Capital preservation,Education Loans,Internet Banking,Middle-class,399528533,Self-Employed Professionals,Manufacturing,25.0,13.0,42283559.0,463
9674,Urban,Medium,297606.668333333,Short-term gains,Car Loans,Internet Banking,Semi-Luxury,319125380,Salaried Employees,Non-Profit,,,,665
9675,Rural,High,199352.25,Stable returns,Recurring Deposits,Relationship Manager,Budget,37173419,High Net Worth Individuals (HNIs),Telecommunications,21.0,19.0,192873412.0,630
9676,Coastal,High,183587.495,Tax savings,Fixed Deposits,Mobile Banking,Minimalist,185877759,High Net Worth Individuals (HNIs),Healthcare,3.0,25.0,96078480.0,790
9677,Tier 2 city,Low,222948.47,Tax savings,Savings Account,Internet Banking,Middle-class,68671496,Housewives,Energy,,,,312
9678,Hill station,Medium,28489.195,Wealth accumulation,Personal Loans,Relationship Manager,Budget,472119344,Young Professionals,Telecommunications,,,,816
9679,Rural,Low,120547.995,Retirement planning,Savings Account,Phone Banking,Semi-Luxury,118546869,Students,Non-Profit,,,,508
9680,Tier 3 city,Low,213957.615,Retirement planning,Home Loans,Relationship Manager,Middle-class,116048727,Self-Employed Professionals,Beauty and Wellness,16.0,12.0,64427174.0,885
9681,Semi-urban,Medium,202095.6,Capital preservation,Credit Card,ATM,Budget,45705667,Small Business Owners,Transportation,13.0,5.0,195646428.0,892
9682,Rural,Medium,280223.806666667,Tax savings,Recurring Deposits,Relationship Manager,Luxury,39972229,Salaried Employees,Energy,,,,368
9683,Rural,Low,120525.916666667,Retirement planning,Insurance,Internet Banking,Budget,46614883,Senior Citizens,Education,,,,608
9684,Hill station,Low,26307.4808333333,Capital preservation,Recurring Deposits,Phone Banking,Middle-class,209556484,Senior Citizens,Manufacturing,,,,314
9685,Tier 3 city,High,50713.3433333333,Capital preservation,Home Loans,Phone Banking,Minimalist,99402198,Young Professionals,Food and Beverage,,,,878
9686,Tier 2 city,High,3419.79333333333,Tax savings,Credit Card,Branch,Luxury,158979858,Small Business Owners,Telecommunications,25.0,0.0,107484028.0,660
9687,Coastal,Low,86770.7775,Short-term gains,Home Loans,Mobile Banking,Budget,401719533,Self-Employed Professionals,,19.0,25.0,167054258.0,650
9688,Tier 1 city,Medium,8448.78333333333,Capital preservation,Recurring Deposits,Branch,Budget,179852936,Self-Employed Professionals,Education,10.0,3.0,123621307.0,681
9689,Coastal,High,266180.975,Capital preservation,Insurance,Phone Banking,Minimalist,98555064,Senior Citizens,Government,,,,780
9690,Tier 1 city,Medium,128042.95,Stable returns,Fixed Deposits,ATM,Frugal,135462587,Young Professionals,Fashion,,,,647
9691,Suburban,Low,346507.515,Wealth accumulation,Savings Account,Branch,Frugal,206318583,Young Professionals,IT Services,,,,512
9692,Metro,High,850.22,Stable returns,Credit Card,ATM,Budget,397307745,Housewives,Construction,,,,411
9693,Tier 1 city,Medium,75503.8141666667,Stable returns,Car Loans,Branch,Luxury,257599591,Small Business Owners,Media and Entertainment,21.0,4.0,16414890.0,606
9694,Hill station,High,131852.543333333,Stable returns,Insurance,Branch,Minimalist,264454815,Self-Employed Professionals,E-commerce,13.0,6.0,72390972.0,686
9695,Tier 1 city,Low,70980.7725,Wealth accumulation,Home Loans,Internet Banking,Budget,147501221,Housewives,Finance,,,,557
9696,Coastal,Low,247457.838333333,Tax savings,Recurring Deposits,Relationship Manager,Minimalist,13786206,Young Professionals,Construction,,,,332
9697,Metro,Medium,51525.0166666667,Long-term growth,Current Account,ATM,Semi-Luxury,285011233,Young Professionals,,,,,736
9698,Hill station,Medium,102285.493333333,Capital preservation,Car Loans,Phone Banking,Middle-class,431457122,Rural Customers,Construction,10.0,16.0,145539716.0,540
9699,Urban,Medium,144516.18,Short-term gains,Personal Loans,Internet Banking,Minimalist,8197231,Young Professionals,Agriculture,,,,679
9700,Suburban,Low,382574.0225,Stable returns,Insurance,Phone Banking,Middle-class,485039055,Salaried Employees,Food and Beverage,,,,856
9701,Tier 1 city,Medium,14738.2833333333,Retirement planning,Car Loans,Phone Banking,Semi-Luxury,353507288,Housewives,Other,,,,387
9702,Rural,Low,11629.85,Wealth accumulation,Credit Card,Relationship Manager,Middle-class,494389646,Students,Art and Design,,,,586
9703,Tier 1 city,Medium,39971.4733333333,Stable returns,Home Loans,Phone Banking,Frugal,458369520,Young Professionals,Transportation,,,,602
9704,Suburban,Medium,20219.1125,Stable returns,Insurance,Mobile Banking,Minimalist,210196686,Senior Citizens,Energy,,,,468
9705,Rural,Low,30759.7983333333,Capital preservation,Fixed Deposits,Relationship Manager,Minimalist,139561936,Self-Employed Professionals,Food and Beverage,3.0,6.0,83979378.0,485
9706,Urban,Medium,41192.955,Wealth accumulation,Recurring Deposits,Phone Banking,Minimalist,411926350,Students,Beauty and Wellness,,,,825
9707,Hill station,Medium,13469.2266666667,Long-term growth,Personal Loans,Internet Banking,Budget,249776339,Small Business Owners,IT Services,8.0,16.0,130170884.0,468
9708,Hill station,Low,305597.5425,Long-term growth,Fixed Deposits,Phone Banking,Luxury,425840595,Rural Customers,Agriculture,21.0,15.0,59065472.0,302
9709,Urban,Medium,135727.55,Long-term growth,Insurance,Internet Banking,Budget,435226560,Senior Citizens,Real Estate,,,,407
9710,Suburban,High,10381.2366666667,Stable returns,Savings Account,Mobile Banking,Luxury,45208937,High Net Worth Individuals (HNIs),Energy,18.0,17.0,108613638.0,391
9711,Hill station,Low,15562.2066666667,Wealth accumulation,Home Loans,ATM,Semi-Luxury,14724958,High Net Worth Individuals (HNIs),Other,11.0,19.0,122204326.0,378
9712,Metro,Medium,30528.4591666667,Retirement planning,Education Loans,Branch,Minimalist,194568957,Self-Employed Professionals,Art and Design,23.0,19.0,179427555.0,848
9713,Hill station,Medium,73326.3375,Short-term gains,Education Loans,Internet Banking,Middle-class,378034211,Small Business Owners,Beauty and Wellness,0.0,16.0,33253102.0,741
9714,Tier 1 city,Medium,57254.6475,Wealth accumulation,Insurance,Branch,Semi-Luxury,329786355,NRIs (Non-Resident Indians),Non-Profit,21.0,6.0,13437006.0,476
9715,Tier 3 city,Medium,77939.5933333333,Capital preservation,Personal Loans,ATM,Minimalist,159908996,Small Business Owners,E-commerce,11.0,7.0,109148864.0,654
9716,Tier 3 city,High,19802.495,Short-term gains,Car Loans,ATM,Luxury,365416102,Salaried Employees,Manufacturing,,,,401
9717,Semi-urban,High,101019.875,Capital preservation,Recurring Deposits,Phone Banking,Frugal,422275989,NRIs (Non-Resident Indians),Sports and Fitness,21.0,0.0,193243605.0,867
9718,Semi-urban,Low,164115.65,Tax savings,Car Loans,Mobile Banking,Budget,447040585,High Net Worth Individuals (HNIs),Agriculture,9.0,8.0,68494996.0,748
9719,Suburban,Medium,7687.35416666667,Tax savings,Savings Account,Internet Banking,Semi-Luxury,21445738,Students,Energy,,,,560
9720,Tier 2 city,Medium,29364.6166666667,Stable returns,Insurance,Phone Banking,Minimalist,178686215,NRIs (Non-Resident Indians),Agriculture,7.0,23.0,140182822.0,806
9721,Metro,Medium,73986.0275,Wealth accumulation,Current Account,Relationship Manager,Luxury,483142107,High Net Worth Individuals (HNIs),Non-Profit,8.0,24.0,71563916.0,625
9722,Urban,Medium,2180.29333333333,Wealth accumulation,Education Loans,Relationship Manager,Minimalist,449993931,Senior Citizens,Healthcare,,,,487
9723,Coastal,Low,43550.23,Retirement planning,Personal Loans,Internet Banking,Semi-Luxury,273622256,Self-Employed Professionals,Hospitality,22.0,24.0,162838167.0,413
9724,Semi-urban,Medium,80343.785,Tax savings,Education Loans,Relationship Manager,Frugal,96378394,Small Business Owners,Agriculture,16.0,24.0,12468970.0,311
9725,Tier 1 city,Low,17246.7575,Capital preservation,Savings Account,Branch,Budget,211496483,Housewives,Agriculture,,,,333
9726,Tier 3 city,Low,131854.216666667,Wealth accumulation,Recurring Deposits,Mobile Banking,Minimalist,287875835,Housewives,Agriculture,,,,584
9727,Tier 1 city,High,219413.425,Stable returns,Personal Loans,ATM,Minimalist,66589858,NRIs (Non-Resident Indians),,11.0,1.0,84338954.0,830
9728,Tier 1 city,Low,45841.3125,Wealth accumulation,Current Account,Branch,Minimalist,176231838,Self-Employed Professionals,Energy,14.0,24.0,29377304.0,489
9729,Suburban,Low,269517.4875,Short-term gains,Credit Card,ATM,Budget,97861753,Self-Employed Professionals,,18.0,16.0,9154503.0,516
9730,Metro,High,171390.006666667,Short-term gains,Personal Loans,Phone Banking,Semi-Luxury,94403256,Self-Employed Professionals,Healthcare,18.0,12.0,151778974.0,852
9731,Tier 3 city,Medium,341180.4,Tax savings,Savings Account,Branch,Minimalist,209463581,Young Professionals,Consulting,,,,694
9732,Metro,Low,2675.71416666667,Wealth accumulation,Current Account,Phone Banking,Semi-Luxury,51763286,Housewives,Sports and Fitness,,,,827
9733,Tier 1 city,Low,15060.86,Wealth accumulation,Current Account,Relationship Manager,Frugal,264908603,Students,Government,,,,470
9734,Semi-urban,Low,11132.9183333333,Retirement planning,Fixed Deposits,ATM,Middle-class,207759109,Students,Government,,,,509
9735,Suburban,Low,58257.5,Capital preservation,Savings Account,ATM,Luxury,300398748,Students,,,,,786
9736,Coastal,Low,7042.91916666667,Retirement planning,Personal Loans,ATM,Frugal,387362984,Small Business Owners,Energy,1.0,4.0,147086107.0,900
9737,Coastal,High,37605.7916666667,Capital preservation,Car Loans,ATM,Minimalist,114230082,NRIs (Non-Resident Indians),Retail,25.0,16.0,87796383.0,593
9738,Tier 1 city,Low,7230.685,Capital preservation,Education Loans,Branch,Middle-class,157917192,Students,Fashion,,,,862
9739,Tier 3 city,Medium,19824.21,Retirement planning,Savings Account,ATM,Minimalist,62812694,Young Professionals,Finance,,,,801
9740,Suburban,Medium,45352.02,Capital preservation,Personal Loans,Mobile Banking,Luxury,25027474,High Net Worth Individuals (HNIs),Energy,5.0,16.0,146359163.0,331
9741,Tier 2 city,Low,90460.88,Long-term growth,Education Loans,Phone Banking,Minimalist,115711372,High Net Worth Individuals (HNIs),Non-Profit,3.0,25.0,157634610.0,602
9742,Tier 3 city,Low,38954.9541666667,Tax savings,Current Account,Phone Banking,Minimalist,360985786,Salaried Employees,Media and Entertainment,,,,692
9743,Suburban,Low,111600.031666667,Long-term growth,Credit Card,Internet Banking,Frugal,103913773,Senior Citizens,Art and Design,,,,881
9744,Suburban,Low,164281.416666667,Stable returns,Recurring Deposits,Phone Banking,Budget,411868857,Small Business Owners,Beauty and Wellness,17.0,10.0,7211336.0,609
9745,Hill station,High,300194.676666667,Tax savings,Fixed Deposits,Phone Banking,Luxury,55319355,Small Business Owners,Sports and Fitness,0.0,23.0,40011261.0,865
9746,Coastal,Low,228925.661666667,Short-term gains,Recurring Deposits,Internet Banking,Budget,416156667,Rural Customers,IT Services,12.0,5.0,14328455.0,366
9747,Tier 2 city,Medium,32200.9766666667,Wealth accumulation,Recurring Deposits,Internet Banking,Minimalist,94401287,Housewives,Hospitality,,,,862
9748,Tier 3 city,Medium,329148.483333333,Retirement planning,Savings Account,Branch,Budget,301742367,High Net Worth Individuals (HNIs),Transportation,3.0,17.0,6038071.0,839
9749,Suburban,Medium,24427.5208333333,Short-term gains,Personal Loans,Phone Banking,Budget,268471016,Self-Employed Professionals,IT Services,13.0,2.0,108718496.0,891
9750,Hill station,Medium,32358.0625,Stable returns,Recurring Deposits,ATM,Semi-Luxury,452199005,Rural Customers,Food and Beverage,12.0,2.0,17631282.0,466
9751,Urban,Low,28117.15,Wealth accumulation,Fixed Deposits,Branch,Frugal,440592947,Rural Customers,Automotive,11.0,18.0,161826881.0,624
9752,Coastal,Medium,96639.6525,Wealth accumulation,Car Loans,Mobile Banking,Frugal,6440227,Senior Citizens,Fashion,,,,529
9753,Suburban,Medium,172998.653333333,Retirement planning,Car Loans,ATM,Middle-class,16425262,High Net Worth Individuals (HNIs),Transportation,18.0,22.0,136577424.0,584
9754,Tier 1 city,Low,4389.14,Long-term growth,Fixed Deposits,Internet Banking,Semi-Luxury,296611619,Rural Customers,IT Services,6.0,17.0,114720137.0,489
9755,Rural,Medium,25762.4333333333,Short-term gains,Personal Loans,Mobile Banking,Luxury,198574831,Self-Employed Professionals,Government,23.0,11.0,51750333.0,702
9756,Coastal,High,18116.14,Capital preservation,Education Loans,Phone Banking,Middle-class,372308686,Self-Employed Professionals,Food and Beverage,17.0,6.0,164950563.0,597
9757,Hill station,Low,212180.2725,Stable returns,Education Loans,Mobile Banking,Middle-class,22593716,Housewives,Real Estate,,,,798
9758,Tier 2 city,High,118683.8425,Short-term gains,Personal Loans,Branch,Middle-class,168907008,NRIs (Non-Resident Indians),Healthcare,23.0,12.0,43208587.0,774
9759,Urban,High,184145.275,Long-term growth,Savings Account,Internet Banking,Luxury,388569904,Senior Citizens,Education,,,,620
9760,Coastal,Low,231359.7,Stable returns,Personal Loans,ATM,Semi-Luxury,357063143,NRIs (Non-Resident Indians),E-commerce,22.0,25.0,120292449.0,738
9761,Metro,Medium,215235.21,Long-term growth,Personal Loans,Internet Banking,Frugal,472334921,Rural Customers,Telecommunications,13.0,5.0,147397599.0,721
9762,Suburban,Low,0.0,Long-term growth,Credit Card,Mobile Banking,Budget,132863928,Young Professionals,Healthcare,,,,489
9763,Metro,Medium,6755.38666666667,Capital preservation,Insurance,Phone Banking,Middle-class,232855637,Small Business Owners,Food and Beverage,4.0,8.0,77021344.0,790
9764,Rural,Low,52806.7633333333,Short-term gains,Credit Card,Internet Banking,Middle-class,476410809,Rural Customers,Hospitality,16.0,3.0,87061706.0,847
9765,Tier 3 city,High,5125.13333333333,Capital preservation,Education Loans,Branch,Luxury,396414470,Rural Customers,Fashion,10.0,25.0,93059110.0,604
9766,Urban,Low,73388.3625,Stable returns,Current Account,Mobile Banking,Middle-class,71363018,Rural Customers,Construction,21.0,9.0,31704171.0,458
9767,Tier 3 city,Medium,134638.233333333,Capital preservation,Savings Account,Relationship Manager,Semi-Luxury,44151249,Senior Citizens,Energy,,,,330
